,tweet_id,text,rating_numerator,rating_denominator,name,dogs_stage,year,month,day,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
10,667530908589760512,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",10.0,10,Naphaniel,,2015,11,20,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1.0,Golden retriever,0.633037,True,Kuvasz,0.14639100000000002,True,Labrador retriever,0.0461837,True,501,264
11,667534815156183040,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",8.0,10,Frank,,2015,11,20,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1.0,Pembroke,0.435254,True,Cardigan,0.30740700000000004,True,Cocker spaniel,0.0331583,True,866,576
12,667538891197542400,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",9.0,10,,,2015,11,20,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1.0,Yorkshire terrier,0.618957,True,Silky terrier,0.300313,True,Australian terrier,0.053412,True,220,72
13,667544320556335104,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",10.0,10,Kial,,2015,11,20,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1.0,Pomeranian,0.412893,True,Pembroke,0.312958,True,Chihuahua,0.0719604,True,917,568
14,667437278097252352,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,10.0,10,,,2015,11,19,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1.0,Porcupine,0.989154,False,Bath towel,0.00630049,False,Badger,0.00096634,False,483,257
15,667546741521195010,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,9.0,10,George,,2015,11,20,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,1.0,Toy poodle,0.787424,True,Miniature poodle,0.202225,True,Teddy,0.00404722,False,355,138
16,667724302356258817,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,7.0,10,,,2015,11,20,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,1.0,Ibex,0.6190979999999999,False,Bighorn,0.125119,False,Ram,0.0746732,False,517,341
17,667728196545200128,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11.0,10,Olive,,2015,11,20,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1.0,Kuvasz,0.360159,True,Golden retriever,0.293744,True,Labrador retriever,0.270673,True,398,162
18,667766675769573376,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,9.0,10,Calvin,,2015,11,20,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,1.0,Fire engine,0.8834930000000001,False,Tow truck,0.07473389999999999,False,Jeep,0.0127726,False,476,243
19,667773195014021121,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8.0,10,,,2015,11,20,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,1.0,West highland white terrier,0.360465,True,Pug,0.0934941,True,Ice bear,0.0690382,False,243,61
20,667782464991965184,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,9.0,10,,,2015,11,20,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,1.0,Lorikeet,0.466149,False,Hummingbird,0.083011,False,African grey,0.0542474,False,434,261
21,667793409583771648,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8.0,10,,,2015,11,20,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,1.0,Dalmatian,0.5350729999999999,True,English setter,0.451219,True,Great dane,0.00816361,True,736,358
22,667801013445750784,OMIGOD 12/10 https://t.co/SVMF4Frf1w,12.0,10,,,2015,11,20,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,1.0,Flat-coated retriever,0.508392,True,Chesapeake bay retriever,0.262239,True,Curly-coated retriever,0.048919800000000006,True,346,101
23,667806454573760512,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,10.0,10,Filup,,2015,11,20,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,1.0,Toyshop,0.253089,False,Chihuahua,0.187155,True,Brabancon griffon,0.112799,True,1111,535
24,667832474953625600,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12.0,10,,,2015,11,20,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,1.0,Miniature pinscher,0.2142,True,Bath towel,0.146789,False,Chihuahua,0.104152,True,303,68
25,667861340749471744,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9.0,10,,,2015,11,21,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,1.0,Malamute,0.967275,True,Siberian husky,0.0161675,True,Eskimo dog,0.0112774,True,253,86
26,667866724293877760,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,10.0,10,Shaggy,,2015,11,21,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,1.0,Jigsaw puzzle,1.0,False,Prayer rug,1.0113e-08,False,Doormat,1.7401699999999998e-10,False,3172,1110
27,667873844930215936,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,10.0,10,,,2015,11,21,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,1.0,Common iguana,0.999647,False,Frilled lizard,0.00018115,False,African chameleon,0.000128357,False,667,440
28,667878741721415682,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,2.0,10,Tedrick,,2015,11,21,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,1.0,Seat belt,0.200373,False,Miniature pinscher,0.106003,True,Schipperke,0.104733,True,409,127
29,667885044254572545,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10.0,10,Stu,,2015,11,21,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,1.0,Malamute,0.0885297,True,Golden retriever,0.08749860000000001,True,Muzzle,0.0750077,False,868,530
30,667549055577362432,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,1.0,10,,,2015,11,20,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,1.0,Electric fan,0.984377,False,Spotlight,0.00773671,False,Lampshade,0.00190123,False,6138,2454
31,667886921285246976,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11.0,10,Erik,,2015,11,21,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1.0,Pomeranian,0.8004319999999999,True,Pekinese,0.168445,True,Chihuahua,0.00894952,True,2011,1180
32,667435689202614272,Ermergerd 12/10 https://t.co/PQni2sjPsm,12.0,10,,,2015,11,19,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1.0,Rottweiler,0.999091,True,Miniature pinscher,0.000450355,True,Black-and-tan coonhound,0.00015714,True,326,89
33,667393430834667520,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8.0,10,Fwed,,2015,11,19,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1.0,Papillon,0.557009,True,Border collie,0.271963,True,Collie,0.0734729,True,211,60
34,666786068205871104,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,2.0,10,,,2015,11,18,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1.0,Snail,0.999888,False,Slug,5.51417e-05,False,Acorn,2.6258e-05,False,800,521
35,666804364988780544,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8.0,10,Jockson,,2015,11,18,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1.0,English setter,0.32879200000000003,True,Brittany spaniel,0.283545,True,Ibizan hound,0.0574615,True,250,95
36,666817836334096384,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9.0,10,Jeph,,2015,11,18,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1.0,Miniature schnauzer,0.496953,True,Standard schnauzer,0.28527600000000003,True,Giant schnauzer,0.07376369999999999,True,540,267
37,666826780179869698,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12.0,10,,,2015,11,18,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1.0,Maltese dog,0.359383,True,Teddy,0.148759,False,West highland white terrier,0.106007,True,266,105
38,666835007768551424,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10.0,10,,,2015,11,18,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1.0,Airedale,0.448459,True,Toy poodle,0.12403,True,Teddy,0.110183,False,222,83
39,666837028449972224,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,3.0,10,,,2015,11,18,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1.0,Triceratops,0.442113,False,Armadillo,0.114071,False,Common iguana,0.0432553,False,857,584
40,666983947667116034,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,11.0,10,,,2015,11,18,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1.0,Swab,0.589446,False,Chain saw,0.190142,False,Wig,0.0345097,False,2679,1040
41,666996132027977728,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10.0,10,Carll,,2015,11,18,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1.0,Hay,0.507637,False,Rottweiler,0.0624899,True,Water buffalo,0.0484247,False,258,102
42,667012601033924608,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,9.0,10,Klevin,,2015,11,18,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1.0,Hyena,0.98723,False,African hunting dog,0.0126008,False,Coyote,5.735010000000001e-05,False,471,237
43,667044094246576128,12/10 gimme now https://t.co/QZAnwgnOMB,12.0,10,,,2015,11,18,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1.0,Golden retriever,0.765266,True,Labrador retriever,0.206694,True,Seat belt,0.0106669,False,198,54
44,667062181243039745,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10.0,10,Keet,,2015,11,18,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1.0,Chesapeake bay retriever,0.825678,True,Vizsla,0.090998,True,Kelpie,0.0229562,True,227,57
45,667065535570550784,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,8.0,10,,,2015,11,18,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1.0,Jigsaw puzzle,0.560001,False,Doormat,0.103259,False,Space heater,0.042568,False,175,51
46,667070482143944705,After much debate this dog is being upgraded to 10/10. I repeat 10/10,10.0,10,,,2015,11,18,,,,,,,,,,,,88,14
47,667073648344346624,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10.0,10,Dave,,2015,11,18,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1.0,Chihuahua,0.483682,True,Pug,0.0924939,True,Brabancon griffon,0.057495400000000016,True,425,134
48,667405339315146752,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7.0,10,Biden,,2015,11,19,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1.0,Saint bernard,0.381377,True,Leonberg,0.127998,True,Golden retriever,0.0693568,True,489,234
49,667090893657276420,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7.0,10,Clybe,,2015,11,18,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1.0,Chihuahua,0.959514,True,Italian greyhound,0.00537015,True,Pomeranian,0.00264133,True,349,132
50,667138269671505920,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10.0,10,,,2015,11,19,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1.0,West highland white terrier,0.747713,True,Samoyed,0.243629,True,Toy poodle,0.00180397,True,4851,2387
51,667152164079423490,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12.0,10,Pipsy,,2015,11,19,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1.0,Toy poodle,0.535411,True,Pomeranian,0.08754400000000001,True,Miniature poodle,0.06205,True,49720,18285
52,667160273090932737,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11.0,10,Bradlay,,2015,11,19,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1.0,Golden retriever,0.471351,True,Miniature poodle,0.0919921,True,Standard poodle,0.08738539999999999,True,268,66
53,667165590075940865,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10.0,10,Churlie,,2015,11,19,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1.0,Miniature pinscher,0.140173,True,Rottweiler,0.13409400000000002,True,Beagle,0.08189980000000001,True,2819,1241
54,667171260800061440,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10.0,10,Kenneth,,2015,11,19,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1.0,Giant schnauzer,0.8412649999999999,True,Lakeland terrier,0.0527442,True,Irish water spaniel,0.0344017,True,235,97
55,667174963120574464,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9.0,10,Clarence,,2015,11,19,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1.0,Toy poodle,0.266437,True,Chihuahua,0.243223,True,Bluetick,0.0728063,True,262,88
56,667176164155375616,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4.0,10,,,2015,11,19,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1.0,Soft-coated wheaten terrier,0.318981,True,Lakeland terrier,0.215218,True,Toy poodle,0.106014,True,640,484
57,667177989038297088,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8.0,10,,,2015,11,19,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1.0,Vizsla,0.25924899999999995,True,Chesapeake bay retriever,0.176293,True,Weimaraner,0.112369,True,200,58
58,667182792070062081,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10.0,10,Timison,,2015,11,19,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1.0,Golden retriever,0.949892,True,Irish setter,0.0105638,True,Chesapeake bay retriever,0.00582141,True,15075,6618
59,667188689915760640,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,10.0,10,,,2015,11,19,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1.0,Vacuum,0.33583,False,Swab,0.265278,False,Toilet tissue,0.140703,False,784,449
60,667192066997374976,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12.0,10,,,2015,11,19,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1.0,Rottweiler,0.28364,True,Miniature pinscher,0.148112,True,Black-and-tan coonhound,0.0955848,True,414,115
61,667200525029539841,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11.0,10,Joshwa,,2015,11,19,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1.0,Siberian husky,0.694904,True,Malamute,0.232006,True,Eskimo dog,0.0506351,True,658,282
62,667211855547486208,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9.0,10,Genevieve,,2015,11,19,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1.0,Golden retriever,0.462556,True,Labrador retriever,0.454937,True,Kuvasz,0.0241933,True,516,258
63,667369227918143488,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,10.0,10,,,2015,11,19,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1.0,Teddy,0.709545,False,Bath towel,0.12728499999999998,False,Christmas stocking,0.028567500000000006,False,385,173
64,667119796878725120,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10.0,10,Gabe,,2015,11,18,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1.0,Pembroke,0.741563,True,Chihuahua,0.0578659,True,Toy poodle,0.0391251,True,346,135
65,666781792255496192,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10.0,10,,,2015,11,18,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1.0,Italian greyhound,0.618316,True,Weimaraner,0.151363,True,Vizsla,0.08598910000000001,True,404,211
66,667902449697558528,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9.0,10,Cleopatricia,,2015,11,21,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,1.0,Norwegian elkhound,0.298881,True,Malamute,0.279479,True,Eskimo dog,0.198428,True,905,396
67,667915453470232577,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10.0,10,Otis,,2015,11,21,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,1.0,Leatherback turtle,0.452517,False,Boxer,0.196655,True,Terrapin,0.160983,False,222,59
68,667911425562669056,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,5.0,10,,,2015,11,21,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,1.0,Frilled lizard,0.257695,False,Ox,0.23516,False,Triceratops,0.0853169,False,523,329
69,667924896115245057,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9.0,10,Jiminy,,2015,11,21,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,1.0,Labrador retriever,0.209051,True,Hog,0.20398,False,Newfoundland,0.165914,True,318,119
70,667937095915278337,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,3.0,10,,,2015,11,21,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,1.0,Hamster,0.172078,False,Guinea pig,0.0949242,False,Band aid,0.0599952,False,1356,866
71,668113020489474048,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6.0,10,Alfie,,2015,11,21,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,1.0,Pembroke,0.548896,True,Cardigan,0.191101,True,Collie,0.0598141,True,709,265
72,668142349051129856,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,2.0,10,,,2015,11,21,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,1.0,Angora,0.918834,False,Hen,0.037793400000000005,False,Wood rabbit,0.0110149,False,592,306
73,668154635664932864,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,9.0,10,,,2015,11,21,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,1.0,Arctic fox,0.473584,False,Wallaby,0.261411,False,White wolf,0.0809478,False,522,336
74,668171859951755264,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,7.0,10,,,2015,11,21,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,1.0,Chihuahua,0.664834,True,Cowboy boot,0.060343,False,Giant panda,0.0598375,False,525,208
75,668190681446379520,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,12.0,10,Skittles,,2015,11,21,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,1.0,Blenheim spaniel,0.958402,True,Cocker spaniel,0.0267643,True,Welsh springer spaniel,0.00778991,True,696,210
76,668204964695683073,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,8.0,10,Ron,,2015,11,21,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,1.0,Labrador retriever,0.65518,True,Golden retriever,0.107884,True,Chesapeake bay retriever,0.0658347,True,586,206
77,668221241640230912,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,10.0,10,,,2015,11,22,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,1.0,Chow,0.395101,True,Golden retriever,0.372115,True,Labrador retriever,0.148785,True,537,215
78,668226093875376128,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky https://t.co/jWVwSppaa2,10.0,10,,,2015,11,22,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,1.0,Trombone,0.390339,False,Cornet,0.314149,False,French horn,0.255182,False,323,115
79,668237644992782336,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,10.0,10,Torque,,2015,11,22,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,1.0,Chow,0.8093199999999999,True,Minivan,0.07131069999999999,False,Pekinese,0.0378696,True,6614,3100
